CPDBID,Name/Model,Era,Year,"Technology Base",Chassis,"Rules Level (Current)",Tonnage,Designer,"Battle Value",Cost,Rating
2988,"Stealth STH-2D2","Civil War",3062,"Inner Sphere",Biped,"Tournament Legal",45,"Catalyst Game Labs",1339,10563540,-----
2989,"Stealth STH-3S","Civil War",3067,"Inner Sphere",Biped,"Tournament Legal",45,"Catalyst Game Labs",1577,11086990,-----
4064,"Stealth STH-5X",Jihad,3076,"Inner Sphere (Mixed)",Biped,Experimental,45,"Catalyst Game Labs",2155,11912040,-----
923,"Stiletto STO-4A","Clan Invasion",3061,"Inner Sphere",Biped,"Tournament Legal",35,"Catalyst Game Labs",859,5167125,1.714286
924,"Stiletto STO-4B","Civil War",3063,"Inner Sphere",Biped,"Tournament Legal",35,"Catalyst Game Labs",1164,5501250,3.000000
4272,"Stiletto STO-4C",Jihad,3076,"Inner Sphere",Biped,"Tournament Legal",35,"Catalyst Game Labs",941,5146875,-----
4011,"Stiletto STO-6S",Jihad,3083,"Inner Sphere",Biped,Advanced,35,"Catalyst Game Labs",1171,4290660,-----
4063,"Stiletto STO-6X",Jihad,3078,"Inner Sphere",Biped,Advanced,35,"Catalyst Game Labs",1199,7328160,-----
3425,"Stinger IIC",Jihad,3085,Clan,Biped,"Tournament Legal",20,"Catalyst Game Labs",730,2195040,-----
5115,"Stinger LAM Mk I STG-A1","Star League",2688,"Inner Sphere","Land-Air (Standard)","Advanced (Extinct)",30,"Catalyst Game Labs",846,4083170,-----
5117,"Stinger LAM STG-A10","Late Succession Wars",2927,"Inner Sphere","Land-Air (Standard)","Advanced (Extinct)",30,"Catalyst Game Labs",881,3935295,-----
5116,"Stinger LAM STG-A5","Star League",2701,"Inner Sphere","Land-Air (Standard)","Advanced (Extinct)",30,"Catalyst Game Labs",1073,4014920,-----
130,"Stinger STG-3G","Star League",2581,"Inner Sphere",Biped,Introductory,20,"Catalyst Game Labs",497,1662240,3.555556
2914,"Stinger STG-3Gb","Star League",2720,"Inner Sphere",Biped,"Tournament Legal",20,"Catalyst Game Labs",674,2596940,-----
3381,"Stinger STG-3P",Jihad,3068,"Inner Sphere",Biped,"Tournament Legal",20,"Catalyst Game Labs",489,1775040,-----
131,"Stinger STG-3R","Age of War",2479,"Inner Sphere",Biped,Introductory,20,"Catalyst Game Labs",359,1614240,2.805556
4638,"Stinger STG-5G",Jihad,3076,"Inner Sphere",Biped,Advanced,20,"Catalyst Game Labs",614,4807040,-----
226,"Stinger STG-5M","Clan Invasion",3050,"Inner Sphere",Biped,"Tournament Legal",20,"Catalyst Game Labs",432,1766040,1.722222
472,"Stinger STG-5R","Civil War",3067,"Inner Sphere",Biped,"Tournament Legal",20,"Catalyst Game Labs",492,3828240,1.454545
3994,"Stinger STG-5T",Jihad,3068,"Inner Sphere",Biped,"Tournament Legal",20,"Catalyst Game Labs",341,4344240,-----
473,"Stinger STG-6L","Civil War",3067,"Inner Sphere",Biped,"Tournament Legal",20,"Catalyst Game Labs",680,4186240,3.300000
3947,"Stinger STG-6S",Jihad,3069,"Inner Sphere",Biped,"Tournament Legal",20,"Catalyst Game Labs",478,4466640,-----
4639,"Stinger STG-7S",Jihad,3077,"Inner Sphere",Biped,"Tournament Legal",20,"Catalyst Game Labs",375,4920240,-----
2591,"Stooping Hawk A","Late Succession Wars",2970,Clan,Biped,"Tournament Legal",55,"Catalyst Game Labs",2319,7143821,4.000000
2592,"Stooping Hawk B","Late Succession Wars",2970,Clan,Biped,"Tournament Legal",55,"Catalyst Game Labs",2111,7546821,3.625000
2593,"Stooping Hawk C","Late Succession Wars",2970,Clan,Biped,"Tournament Legal",55,"Catalyst Game Labs",2435,7105071,4.250000
2594,"Stooping Hawk D","Clan Invasion",3060,Clan,Biped,"Tournament Legal",55,"Catalyst Game Labs",1838,6798655,3.500000
2652,"Stooping Hawk E","Clan Invasion",3060,Clan,Biped,"Tournament Legal",55,"Catalyst Game Labs",1674,6936508,3.500000
4222,"Stooping Hawk F",Jihad,3072,Clan,Biped,"Tournament Legal",55,"Catalyst Game Labs",1988,9904758,-----
4223,"Stooping Hawk G",Jihad,3073,Clan,Biped,"Tournament Legal",55,"Catalyst Game Labs",1657,6977196,-----
2590,"Stooping Hawk PRIME","Late Succession Wars",2970,Clan,Biped,"Tournament Legal",55,"Catalyst Game Labs",2147,7159321,3.875000
2589,"Stooping Hawk [BASE]","Late Succession Wars",2970,Clan,Biped,"Tournament Legal",55,"Catalyst Game Labs",848,5339427,-----
4425,"Storm Raider STM-R1",Republic,3097,"Inner Sphere",Biped,"Tournament Legal",35,"Catalyst Game Labs",593,5098410,-----
4426,"Storm Raider STM-R2",Republic,3098,"Inner Sphere",Biped,"Tournament Legal",35,"Catalyst Game Labs",671,5665410,-----
3473,"Storm Raider STM-R3",Republic,3106,"Inner Sphere",Biped,"Tournament Legal",35,"Catalyst Game Labs",791,5658660,-----
4427,"Storm Raider STM-R4",Republic,3108,"Inner Sphere",Biped,Advanced,35,"Catalyst Game Labs",732,5395410,-----
2342,"Strider SR1 [BASE]","Clan Invasion",3057,"Inner Sphere",Biped,"Tournament Legal",40,"Catalyst Game Labs",607,3893750,-----
2345,"Strider SR1-O","Clan Invasion",3057,"Inner Sphere",Biped,"Tournament Legal",40,"Catalyst Game Labs",867,4893438,2.400000
2346,"Strider SR1-OA","Clan Invasion",3057,"Inner Sphere",Biped,"Tournament Legal",40,"Catalyst Game Labs",723,5138438,0.833333
2347,"Strider SR1-OB","Clan Invasion",3057,"Inner Sphere",Biped,"Tournament Legal",40,"Catalyst Game Labs",910,4243750,1.875000
2348,"Strider SR1-OC","Clan Invasion",3057,"Inner Sphere",Biped,"Tournament Legal",40,"Catalyst Game Labs",944,4611250,2.900000
2349,"Strider SR1-OD","Clan Invasion",3057,"Inner Sphere",Biped,"Tournament Legal",40,"Catalyst Game Labs",873,5050938,2.625000
2538,"Strider SR1-OE","Clan Invasion",3058,"Inner Sphere",Biped,"Tournament Legal",40,"Catalyst Game Labs",976,4383750,3.142857
2576,"Strider SR1-OF","Clan Invasion",3060,"Inner Sphere",Biped,"Tournament Legal",40,"Catalyst Game Labs",1032,4852750,3.000000
2861,"Strider SR1-OG",Jihad,3070,"Inner Sphere",Biped,"Tournament Legal",40,"Catalyst Game Labs",883,4300625,-----
4905,"Strider SR1-OH",Republic,3099,"Inner Sphere (Mixed)",Biped,"Tournament Legal",40,"Catalyst Game Labs",1192,4681250,-----
4906,"Strider SR1-OM","Dark Age",3135,"Inner Sphere",Biped,Advanced,40,"Catalyst Game Labs",607,14393750,-----
3736,"Strider SR1-OR","Clan Invasion",3059,"Inner Sphere (Mixed)",Biped,"Tournament Legal",40,"Catalyst Game Labs",1339,4523750,-----
2865,"Strider SR1-OX",Jihad,3071,"Inner Sphere",Biped,Advanced,40,"Catalyst Game Labs",889,4401250,-----
685,"Striker STC-2C","Star League",2571,"Inner Sphere",Biped,Introductory,80,"Catalyst Game Labs",1488,7701600,4.250000
686,"Striker STC-2D","Clan Invasion",3056,"Inner Sphere",Biped,"Tournament Legal",80,"Catalyst Game Labs",1644,8029200,3.200000
3722,"Striker STC-2S","Early Succession Wars",2845,"Inner Sphere",Biped,Introductory,80,"Catalyst Game Labs",1466,7668120,-----
3253,"Sun Cobra",Jihad,3074,Clan,Biped,"Tournament Legal",55,"Catalyst Game Labs",1677,8725983,-----
4794,"Sun Cobra 2",Republic,3093,Clan,Biped,"Tournament Legal",55,"Catalyst Game Labs",2394,11615700,-----
2426,"Sunder SD1 [BASE]","Clan Invasion",3058,"Inner Sphere",Biped,"Tournament Legal",90,"Catalyst Game Labs",1071,25702250,-----
2427,"Sunder SD1-O","Clan Invasion",3058,"Inner Sphere",Biped,"Tournament Legal",90,"Catalyst Game Labs",1747,27517938,4.000000
3745,"Sunder SD1-O (Samual)","Civil War",3066,"Inner Sphere",Biped,"Tournament Legal",90,"Catalyst Game Labs",1593,27501313,-----
2428,"Sunder SD1-OA","Clan Invasion",3058,"Inner Sphere",Biped,"Tournament Legal",90,"Catalyst Game Labs",2003,27626000,3.250000
2429,"Sunder SD1-OB","Clan Invasion",3058,"Inner Sphere",Biped,"Tournament Legal",90,"Catalyst Game Labs",1597,34154875,-----
2539,"Sunder SD1-OC","Clan Invasion",3058,"Inner Sphere",Biped,"Tournament Legal",90,"Catalyst Game Labs",1735,28194813,1.750000
2616,"Sunder SD1-OD","Clan Invasion",3060,"Inner Sphere",Biped,"Tournament Legal",90,"Catalyst Game Labs",1947,28462000,3.500000
3742,"Sunder SD1-OE",Jihad,3069,"Inner Sphere",Biped,"Tournament Legal",90,"Catalyst Game Labs",1876,28837250,-----
5145,"Sunder SD1-OF","Dark Age",3134,"Inner Sphere (Mixed)",Biped,Advanced,90,"Catalyst Game Labs",1854,28386000,-----
5144,"Sunder SD1-OG","Dark Age",3134,"Inner Sphere (Mixed)",Biped,Advanced,90,"Catalyst Game Labs",2594,31575625,-----
3743,"Sunder SD1-OR","Clan Invasion",3059,"Inner Sphere (Mixed)",Biped,"Tournament Legal",90,"Catalyst Game Labs",2462,28824188,-----
3744,"Sunder SD1-OX",Jihad,3073,"Inner Sphere",Biped,"Tournament Legal",90,"Catalyst Game Labs",1763,27754250,-----
4953,"Super-Griffin GRF-2N-X","Late Succession Wars",3020,"Inner Sphere",Biped,"Experimental (Extinct)",60,"Catalyst Game Labs",1310,6503760,-----
4627,"Super-Wasp WSP-2A-X","Late Succession Wars",3020,"Inner Sphere",Biped,Advanced,25,"Catalyst Game Labs",635,3806250,-----
702,Supernova,"Early Succession Wars",2846,Clan,Biped,"Tournament Legal",90,"Catalyst Game Labs",2801,9346100,3.750000
3697,"Supernova 2","Civil War",3062,Clan,Biped,"Tournament Legal",90,"Catalyst Game Labs",2741,10092800,-----
3698,"Supernova 3","Civil War",3064,Clan,Biped,"Tournament Legal",90,"Catalyst Game Labs",3448,9507600,-----
3699,"Supernova 4","Civil War",3067,Clan,Biped,"Tournament Legal",90,"Catalyst Game Labs",3158,9355600,-----
4054,"Swordsman SWD-1","Age of War",2463,Primitive,Biped,"Advanced (Extinct)",40,"Catalyst Game Labs",692,2385693,-----
4055,"Swordsman SWD-2","Age of War",2482,"Inner Sphere",Biped,Introductory,40,"Catalyst Game Labs",803,2632443,-----
860,"Tai-sho TSH-7S","Clan Invasion",3061,"Inner Sphere",Biped,"Tournament Legal",85,"Catalyst Game Labs",1774,13693700,3.100000
4197,"Tai-Sho TSH-8S",Jihad,3073,"Inner Sphere",Biped,"Tournament Legal",85,"Catalyst Game Labs",2001,12306200,-----
3710,"Talon TLN-5V","Star League",2670,"Inner Sphere",Biped,"Tournament Legal",35,"Catalyst Game Labs",1075,5899275,-----
533,"Talon TLN-5W","Star League",2760,"Inner Sphere",Biped,"Tournament Legal",35,"Catalyst Game Labs",1175,6034275,3.250000
3711,"Talon TLN-5Z","Civil War",3062,"Inner Sphere",Biped,"Tournament Legal",35,"Catalyst Game Labs",1168,5322375,-----
4712,"Talon TLN-6W",Jihad,3076,"Inner Sphere",Biped,"Tournament Legal",35,"Catalyst Game Labs",1341,6124725,-----
2842,"Talos TLS-1B","Age of War",2532,"Inner Sphere",Biped,Introductory,50,"Catalyst Game Labs",924,3323500,-----
531,"Tarantula ZPH-1A","Clan Invasion",3054,"Inner Sphere",Quad,"Tournament Legal",25,"Catalyst Game Labs",666,3560417,2.785714
2972,"Tarantula ZPH-2A","Clan Invasion",3060,"Inner Sphere",Quad,"Tournament Legal",25,"Catalyst Game Labs",744,3660417,-----
2973,"Tarantula ZPH-3A","Civil War",3063,"Inner Sphere",Quad,"Tournament Legal",25,"Catalyst Game Labs",702,3560417,-----
2974,"Tarantula ZPH-4A","Civil War",3066,"Inner Sphere",Quad,"Tournament Legal",25,"Catalyst Game Labs",967,4022917,-----
4881,"Tarantula ZPH-5A",Republic,3111,"Inner Sphere",Quad,Advanced,25,"Catalyst Game Labs",806,4210417,-----
3334,"Targe TRG-1N",Jihad,3081,"Inner Sphere",Biped,"Tournament Legal",40,"Catalyst Game Labs",813,7218050,-----
4529,"Targe TRG-2N",Jihad,3084,"Inner Sphere",Biped,"Tournament Legal",40,"Catalyst Game Labs",1078,6623050,-----
4907,"Targe TRG-3M",Republic,3109,"Inner Sphere",Biped,"Tournament Legal",40,"Catalyst Game Labs",1233,8806467,-----
6577,"Temax Cat Ninjabolt TMC-NB",Jihad,3075,"Inner Sphere",Biped,Experimental,65,"Catalyst Game Labs",1475,15112625,-----
3001,"Tempest TMP-3G","Clan Invasion",3056,"Inner Sphere",Biped,"Tournament Legal",65,"Catalyst Game Labs",1810,11780450,-----
645,"Tempest TMP-3M","Clan Invasion",3055,"Inner Sphere",Biped,"Tournament Legal",65,"Catalyst Game Labs",1786,11813450,3.666667
3003,"Tempest TMP-3M2 ""Storm Tempest""","Civil War",3067,"Inner Sphere",Biped,"Tournament Legal",65,"Catalyst Game Labs",1642,12081163,-----
3002,"Tempest TMP-3MA","Clan Invasion",3056,"Inner Sphere",Biped,"Tournament Legal",65,"Catalyst Game Labs",1425,11658350,-----
4247,"Templar III TLR2 [BASE]",Republic,3100,"Inner Sphere",Biped,"Tournament Legal",85,"Catalyst Game Labs",1162,25149594,-----
5979,"Templar III TLR2-J ""Arthur""","Dark Age",3146,"Inner Sphere (Mixed)",Biped,Advanced,85,"Catalyst Game Labs",2722,23040363,-----
4248,"Templar III TLR2-O",Republic,3100,"Inner Sphere",Biped,"Tournament Legal",85,"Catalyst Game Labs",2028,27269000,-----
4249,"Templar III TLR2-OA",Republic,3100,"Inner Sphere",Biped,"Tournament Legal",85,"Catalyst Game Labs",1677,26741750,-----
4250,"Templar III TLR2-OB",Republic,3100,"Inner Sphere",Biped,Advanced,85,"Catalyst Game Labs",1919,35188966,-----
4251,"Templar III TLR2-OC",Republic,3120,"Inner Sphere",Biped,Advanced,85,"Catalyst Game Labs",1968,27037172,-----
4252,"Templar III TLR2-OD",Republic,3100,"Inner Sphere (Mixed)",Biped,Advanced,85,"Catalyst Game Labs",2041,27693344,-----
2689,"Templar TLR1 [BASE]","Civil War",3062,"Inner Sphere",Biped,"Tournament Legal",85,"Catalyst Game Labs",1052,23130010,-----
2690,"Templar TLR1-O","Civil War",3062,"Inner Sphere",Biped,"Tournament Legal",85,"Catalyst Game Labs",2045,25121073,3.785714
2694,"Templar TLR1-O (Grayson)","Civil War",3062,"Inner Sphere",Biped,"Tournament Legal",85,"Catalyst Game Labs",1868,25347698,3.000000
2695,"Templar TLR1-O (Tancred)","Civil War",3062,"Inner Sphere",Biped,"Tournament Legal",85,"Catalyst Game Labs",2273,25581260,3.944444
2691,"Templar TLR1-OA","Civil War",3062,"Inner Sphere",Biped,"Tournament Legal",85,"Catalyst Game Labs",2070,26062260,3.000000
2692,"Templar TLR1-OB","Civil War",3062,"Inner Sphere",Biped,"Tournament Legal",85,"Catalyst Game Labs",1806,25463323,3.500000
6152,"Templar TLR1-OBLO","Dark Age",3140,"Inner Sphere",Biped,"Tournament Legal (Extinct)",85,"Catalyst Game Labs",2062,27109823,-----
2693,"Templar TLR1-OC","Civil War",3062,"Inner Sphere",Biped,"Tournament Legal",85,"Catalyst Game Labs",2063,26732885,-----
4312,"Templar TLR1-OD","Civil War",3063,"Inner Sphere",Biped,"Tournament Legal",85,"Catalyst Game Labs",1840,25673760,-----
4313,"Templar TLR1-OE","Civil War",3064,"Inner Sphere",Biped,"Tournament Legal",85,"Catalyst Game Labs",1865,29344276,-----
4314,"Templar TLR1-OF",Jihad,3068,"Inner Sphere",Biped,"Tournament Legal",85,"Catalyst Game Labs",2029,29056948,-----
4315,"Templar TLR1-OG",Jihad,3069,"Inner Sphere",Biped,"Tournament Legal",85,"Catalyst Game Labs",1632,26078448,-----
4316,"Templar TLR1-OH",Jihad,3080,"Inner Sphere",Biped,Advanced,85,"Catalyst Game Labs",1958,26730573,-----
4317,"Templar TLR1-OI",Jihad,3080,"Inner Sphere",Biped,"Tournament Legal",85,"Catalyst Game Labs",2202,25585885,-----
5119,"Templar TLR1-OR","Dark Age",3134,"Inner Sphere (Mixed)",Biped,Advanced,85,"Catalyst Game Labs",2393,27031198,-----
4829,"Templar TLR1-OU",Jihad,3078,"Inner Sphere",Biped,Advanced,85,"Catalyst Game Labs",1747,26953151,-----
3541,"Tenshi TN-10- [BASE]",Republic,3101,"Inner Sphere",Biped,Advanced,95,"Catalyst Game Labs",1227,20683406,-----
3542,"Tenshi TN-10-O",Republic,3101,"Inner Sphere",Biped,Advanced,95,"Catalyst Game Labs",2542,30989156,-----
4158,"Tenshi TN-10-OA",Republic,3101,"Inner Sphere",Biped,Advanced,95,"Catalyst Game Labs",1829,25680281,-----
4519,"Tenshi TN-10-OB",Republic,3101,"Inner Sphere",Biped,Advanced,95,"Catalyst Game Labs",3002,26560219,-----
3543,"Tenshi TN-10-OR",Republic,3101,"Inner Sphere (Mixed)",Biped,Advanced,95,"Catalyst Game Labs",2183,24110531,-----
962,"Tessen TSN-1C","Clan Invasion",3061,"Inner Sphere",Biped,"Tournament Legal (Extinct)",50,"Catalyst Game Labs",1162,10779000,3.000000
4731,"Tessen TSN-1Cr",Jihad,3069,"Inner Sphere",Biped,"Tournament Legal",50,"Catalyst Game Labs",1241,10325250,-----
963,"Tessen TSN-C3","Civil War",3062,"Inner Sphere",Biped,"Tournament Legal",50,"Catalyst Game Labs",1234,10044000,3.250000
4279,"Tessen TSN-C3M",Jihad,3077,"Inner Sphere",Biped,"Tournament Legal",50,"Catalyst Game Labs",1547,13119000,-----
4360,"Tessen TSN-X-4",Jihad,3074,"Inner Sphere",Biped,Advanced,50,"Catalyst Game Labs",1263,11617500,-----
4738,"Tessen TSN-X-4R (Rapunzel)","Dark Age",3137,"Inner Sphere (Mixed)",Biped,"Experimental (Extinct)",50,"Catalyst Game Labs",1474,11346000,-----
1051,"Thanatos TNS-4S","Clan Invasion",3061,"Inner Sphere",Biped,"Tournament Legal",75,"Catalyst Game Labs",1844,19321750,4.100000
4306,"Thanatos TNS-4T","Civil War",3062,"Inner Sphere",Biped,"Tournament Legal",75,"Catalyst Game Labs",1760,16621938,-----
4307,"Thanatos TNS-6S",Jihad,3081,"Inner Sphere",Biped,"Tournament Legal",75,"Catalyst Game Labs",1936,15344000,-----
2501,"Thor (Summoner) A","Early Succession Wars",2872,Clan,Biped,"Tournament Legal",70,"Catalyst Game Labs",2145,20478271,2.750000
5048,"Thor (Summoner) AA",Republic,3086,Clan,Biped,"Tournament Legal",70,"Catalyst Game Labs",2216,20956396,-----
2502,"Thor (Summoner) B","Early Succession Wars",2872,Clan,Biped,"Tournament Legal",70,"Catalyst Game Labs",2159,21155083,3.071429
2503,"Thor (Summoner) C","Early Succession Wars",2872,Clan,Biped,"Tournament Legal",70,"Catalyst Game Labs",2379,20916552,4.250000
2504,"Thor (Summoner) D","Early Succession Wars",2872,Clan,Biped,"Tournament Legal",70,"Catalyst Game Labs",2643,20955333,4.214286
2663,"Thor (Summoner) E","Clan Invasion",3054,Clan,Biped,"Tournament Legal",70,"Catalyst Game Labs",2612,20832083,3.000000
3868,"Thor (Summoner) F","Clan Invasion",3054,Clan,Biped,"Tournament Legal",70,"Catalyst Game Labs",2186,20970208,-----
3164,"Thor (Summoner) G",Jihad,3068,Clan,Biped,"Tournament Legal",70,"Catalyst Game Labs",2452,21219896,-----
2605,"Thor (Summoner) H","Clan Invasion",3059,Clan,Biped,"Tournament Legal",70,"Catalyst Game Labs",2536,20972333,2.833333
3165,"Thor (Summoner) HH",Jihad,3070,Clan,Biped,"Tournament Legal",70,"Catalyst Game Labs",2490,21395208,-----
2505,"Thor (Summoner) M","Clan Invasion",3051,Clan,Biped,"Tournament Legal",70,"Catalyst Game Labs",2251,21057865,4.250000
2500,"Thor (Summoner) PRIME","Early Succession Wars",2872,Clan,Biped,"Tournament Legal",70,"Catalyst Game Labs",2298,21150833,4.166667
3869,"Thor (Summoner) Q",Jihad,3069,Clan,Biped,"Tournament Legal",70,"Catalyst Game Labs",2479,21341021,-----
4853,"Thor (Summoner) U",Jihad,3078,Clan,Biped,"Tournament Legal",70,"Catalyst Game Labs",3092,20921333,-----
4302,"Thor (Summoner) Z",Jihad,3072,Clan,Biped,"Experimental (Extinct)",70,"Catalyst Game Labs",2783,24143896,-----
2482,"Thor (Summoner) [BASE]","Early Succession Wars",2872,Clan,Biped,"Tournament Legal",70,"Catalyst Game Labs",917,19078958,-----
4611,"Thor II A",Republic,3093,Clan,Biped,"Tournament Legal",70,"Catalyst Game Labs",2473,21414333,-----
4612,"Thor II B",Republic,3093,Clan,Biped,"Tournament Legal",70,"Catalyst Game Labs",2354,20622771,-----
4613,"Thor II C",Republic,3093,Clan,Biped,"Tournament Legal",70,"Catalyst Game Labs",2351,20733271,-----
4614,"Thor II D",Republic,3093,Clan,Biped,"Tournament Legal",70,"Catalyst Game Labs",2878,21106208,-----
4632,"Thor II E",Republic,3093,Clan,Biped,"Tournament Legal",70,"Catalyst Game Labs",2638,24619365,-----
4610,"Thor II PRIME",Republic,3093,Clan,Biped,"Tournament Legal",70,"Catalyst Game Labs",2554,21499333,-----
4609,"Thor II [BASE]",Republic,3093,Clan,Biped,"Tournament Legal",70,"Catalyst Game Labs",922,18534958,-----
227,"Thorn THE-N","Age of War",2549,"Inner Sphere",Biped,"Tournament Legal",20,"Catalyst Game Labs",546,1617120,2.450000
478,"Thorn THE-N1","Clan Invasion",3051,"Inner Sphere",Biped,"Tournament Legal",20,"Catalyst Game Labs",656,2446620,2.785714
3873,"Thorn THE-N2",Jihad,3071,"Inner Sphere",Biped,"Tournament Legal",20,"Catalyst Game Labs",410,2272620,-----
2915,"Thorn THE-Nb","Star League",2743,"Inner Sphere",Biped,"Tournament Legal",20,"Catalyst Game Labs",740,2518620,-----
133,"Thorn THE-S","Late Succession Wars",3035,"Inner Sphere",Biped,Introductory,20,"Catalyst Game Labs",510,1522320,2.794118
4096,"Thorn THE-T","Late Succession Wars",3038,"Inner Sphere",Biped,Introductory,20,"Catalyst Game Labs",500,1558320,-----
629,Thresher,"Early Succession Wars",2849,Clan,Biped,"Tournament Legal",60,"Catalyst Game Labs",2314,13198400,3.833333
3617,"Thresher (Edward)","Clan Invasion",3058,"Clan (Mixed)",Biped,"Tournament Legal",60,"Catalyst Game Labs",2104,13116800,-----
3688,"Thresher 2","Early Succession Wars",2858,Clan,Biped,"Tournament Legal",60,"Catalyst Game Labs",2337,13534400,-----
44,"Thug THG-10E","Early Succession Wars",2835,"Inner Sphere",Biped,Introductory,80,"Catalyst Game Labs",1501,7712040,4.208333
423,"Thug THG-11E","Star League",2572,"Inner Sphere",Biped,"Tournament Legal",80,"Catalyst Game Labs",1640,8316840,4.625000
3901,"Thug THG-11E (Reich)","Clan Invasion",3061,"Inner Sphere (Mixed)",Biped,"Tournament Legal",80,"Catalyst Game Labs",2612,9260040,-----
4380,"Thug THG-11Eb","Star League",2760,"Inner Sphere",Biped,"Tournament Legal",80,"Catalyst Game Labs",1759,8676840,-----
4449,"Thug THG-11ECX (Jose)","Star League",2772,"Inner Sphere",Biped,Advanced,80,"Catalyst Game Labs",1668,18888600,-----
1062,"Thug THG-12E","Civil War",3067,"Inner Sphere",Biped,"Tournament Legal (Extinct)",80,"Catalyst Game Labs",1751,9926040,3.500000
3902,"Thug THG-12K","Civil War",3067,"Inner Sphere",Biped,"Tournament Legal",80,"Catalyst Game Labs",1824,9386040,-----
3903,"Thug THG-13K",Jihad,3068,"Inner Sphere",Biped,"Tournament Legal (Extinct)",80,"Catalyst Game Labs",2086,19218720,-----
3341,"Thunder Fox TFT-A9",Jihad,3077,"Inner Sphere",Quad,"Tournament Legal",55,"Catalyst Game Labs",1325,4953671,-----
4540,"Thunder Fox TFT-C3",Jihad,3085,"Inner Sphere",Quad,Advanced,55,"Catalyst Game Labs",1104,10239300,-----
4959,"Thunder Fox TFT-F11",Republic,3119,"Inner Sphere (Mixed)",Quad,Advanced,55,"Catalyst Game Labs",2426,37518008,-----
4541,"Thunder Fox TFT-L8",Jihad,3082,"Inner Sphere",Quad,"Tournament Legal",55,"Catalyst Game Labs",1513,10768367,-----
722,"Thunder Hawk TDK-7KMA","Clan Invasion",3059,"Inner Sphere",Biped,Advanced,100,"Catalyst Game Labs",2449,22342000,3.800000
3733,"Thunder Hawk TDK-7S","Civil War",3065,"Inner Sphere",Biped,"Tournament Legal",100,"Catalyst Game Labs",2440,17742000,-----
723,"Thunder Hawk TDK-7X","Star League",2771,"Inner Sphere",Biped,"Tournament Legal",100,"Catalyst Game Labs",2577,21922000,4.125000
724,"Thunder Hawk TDK-7Y","Clan Invasion",3058,"Inner Sphere",Biped,"Tournament Legal",100,"Catalyst Game Labs",2489,21842000,4.333333
861,"Thunder Stallion","Early Succession Wars",2850,Clan,Quad,"Tournament Legal",85,"Catalyst Game Labs",2306,8874450,3.700000
862,"Thunder Stallion 2 ""Fire Stallion""","Early Succession Wars",2877,Clan,Quad,"Tournament Legal",85,"Catalyst Game Labs",2575,8249150,4.500000
4232,"Thunder Stallion 3",Jihad,3069,Clan,Quad,"Tournament Legal",85,"Catalyst Game Labs",2631,9174150,-----
659,"Thunder THR-1L","Clan Invasion",3055,"Inner Sphere",Biped,"Tournament Legal",70,"Catalyst Game Labs",1471,15511537,3.500000
3011,"Thunder THR-2L","Civil War",3063,"Inner Sphere",Biped,"Tournament Legal",70,"Catalyst Game Labs",1951,19041162,-----
3012,"Thunder THR-3L","Civil War",3066,"Inner Sphere",Biped,Advanced,70,"Catalyst Game Labs",1904,18809537,-----
3421,"Thunder THR-C4",Jihad,3083,"Inner Sphere",Biped,"Tournament Legal",70,"Catalyst Game Labs",2028,15771183,-----
4665,"Thunderbolt C","Clan Invasion",3050,"Inner Sphere (Mixed)",Biped,"Tournament Legal",65,"Catalyst Game Labs",1593,5371685,-----
3430,"Thunderbolt IIC",Jihad,3085,Clan,Biped,"Tournament Legal",70,"Catalyst Game Labs",2475,17381707,-----
3394,"Thunderbolt TDR-10M",Jihad,3082,"Inner Sphere",Biped,"Tournament Legal",65,"Catalyst Game Labs",1727,10296660,-----
3564,"Thunderbolt TDR-10M (Ilyena)",Jihad,3085,"Inner Sphere",Biped,"Tournament Legal",65,"Catalyst Game Labs",1616,12504360,-----
3618,"Thunderbolt TDR-10M (Salazar)",Jihad,3085,"Inner Sphere",Biped,Advanced,65,"Catalyst Game Labs",1763,13562285,-----
5015,"Thunderbolt TDR-10S",Republic,3086,"Inner Sphere",Biped,"Tournament Legal",65,"Catalyst Game Labs",1766,10462650,-----
1018,"Thunderbolt TDR-10SE","Civil War",3067,"Inner Sphere",Biped,"Tournament Legal",65,"Catalyst Game Labs",2008,7872260,4.375000
3983,"Thunderbolt TDR-11SE",Jihad,3069,"Inner Sphere",Biped,"Tournament Legal",65,"Catalyst Game Labs",1754,11961510,-----
3949,"Thunderbolt TDR-17S",Jihad,3070,"Inner Sphere",Biped,"Tournament Legal",65,"Catalyst Game Labs",1803,13349710,-----
4050,"Thunderbolt TDR-1C","Age of War",2491,Primitive,Biped,"Advanced (Extinct)",65,"Catalyst Game Labs",1237,4908310,-----
5205,"Thunderbolt TDR-5L","Early Succession Wars",2823,"Inner Sphere",Biped,"Tournament Legal",65,"Catalyst Game Labs",1546,5823868,-----
5206,"Thunderbolt TDR-5LS","Early Succession Wars",2850,"Inner Sphere",Biped,"Tournament Legal",65,"Catalyst Game Labs",1374,5455918,-----
105,"Thunderbolt TDR-5S","Age of War",2505,"Inner Sphere",Biped,Introductory,65,"Catalyst Game Labs",1335,5268560,4.500000
3986,"Thunderbolt TDR-5S-T (Tallman)","Late Succession Wars",3025,"Inner Sphere",Biped,Introductory,65,"Catalyst Game Labs",1447,5303210,-----
